"platform","url","createdAt","text","media","commentCount","shareCount","likeCount","videoplayCount"
"YouTube","https://www.youtube.com/watch?v=DJMYUWSf0Y0","2016/11/03 21:36:39","I think a lot of people logger today is just a big company and don't realize that the farmers actually own that co-op always have boys will we all have a Bayern to the company and we do have a sa an extra one Evans with our company at the end of a day we like that farmers are all the shareholders we're in control of our own destiny which is good cooperative every corporate","video",0,,3,739
"YouTube","https://www.youtube.com/watch?v=MRNiURLgNMo","2016/11/03 21:36:08",,"video",0,,2,1295
"YouTube","https://www.youtube.com/watch?v=v4uh9w9uQWA","2016/11/02 02:29:13","I came here with the interest and trees although hadn't really done anything with them and so I did start a little bit of planting straight away and the kids enjoyed it they didn't mind doing it well they didn't really have a choice but come weekends and would make a game of it and really put up over thousand put a spell on seedlings or whatever over the weekend first memories of had a potting up over there so it all five of us kids have races of how many bags we could put up in an hour you look at it now so that it changes every year everything you can see along the fence lines on both parts of the farm have been planted since 1998 this is Cora Michael flexes of course manukau carnac and cabbage trees and then I've gone under planted later on with our email makes me a little bit of pride do they","video",0,,3,194
"YouTube","https://www.youtube.com/watch?v=82vaiQ5hWtg","2016/11/01 01:26:15","not all proteins are created equal science indicates that dairy protein is rapidly digested and stimulates lean muscle growth to a greater extent than any other protein source a diet rich in dairy protein combined with a resistance training program optimizes lean muscle growth","video",0,,1,283
"YouTube","https://www.youtube.com/watch?v=6rirok414xM","2016/10/31 03:19:07","so many young women move away from drinking milk even when they've been good milk drinkers in childhood it's seen as perhaps not being the trendy thing to drink or there might be concerns about not being too high and fetch and causing you to put on weight and that's not really the case at all milk is a great food and there's certainly plenty of low-fat options available and I personally am a huge fan of calcium fortified milk means that you don't drink as much but you get an extra good dose of calcium","video",0,,1,71
"YouTube","https://www.youtube.com/watch?v=NP12sbxBgZ8","2016/10/26 02:36:23","I grew up on a dairy farm and manga throat Oh got an hour and a half north of Auckland Fonterra's always been at the forefront of dairy innovation we've had dairy research happening here for over 100 years in New Zealand we're lucky because we have access to this great dairy product what we want to do is be able to process it in smart ways so it's still nutritious and natural and great with the added value of the dairy goodness at fonterra we have access to some of the best dairy expertise in the world we can find solutions for our customers shorten their development time and be quick to the market at scale in time consistently and with high quality and safety we have scientists that understand the protein chemistry we have engineers who know how to make these ingredients at large scale and we have technologists who understand cultured application we work with our customers procurement teams or work with the marketing teams which right touches as many places across the business as we can we will customize solutions for them we can create any texture in a culture product edge your protein and you can make anything for consumers flavor is key in the end dispersibility solubility mix ability great texture and great taste at the moment we are working on some new ingredients which are really exciting it's limitless the possibilities of what we could do it Divya gives you a sense of pride to see products on the supermarket shelf that you've enabled a customer to make that contain our indeed MP ingredients we're leaving the way in dairy beverage applications it's very exciting you","video",0,,2,638
"YouTube","https://www.youtube.com/watch?v=h0kk_-tj5Qc","2016/10/20 04:55:59","I think that is the most important message that I would like to send on world osteoporosis day is just how important it is from very early in life for us to take care of our bones and that means right throughout life it's there's a critical time in childhood and adolescence but there's no reason to stop taking care of your bones right throughout life these days we're living so much longer and we want to live well and that means having a healthy skeleton","video",0,,1,98
"YouTube","https://www.youtube.com/watch?v=SET01LZckU0","2016/10/20 01:52:35","for world osteoporosis day Fonterra a challenging new zealanders take part and a fun 30 second test the set to stand test is a great way to measure your musculoskeletal health that researchers say is vital and preventing osteoporosis the test is simple start out seated in a chair and see how many times you can stand up and sit down with your arms folded within half a minute make sure you go from a full seated position to a force to any position don't cheat you should be able to score at least 20 and if you're over 40 you should be able to score 12 to listen this for every decade over we challenge you to get involved and get behind world osteoporosis a 2016","video",0,,0,376
"YouTube","https://www.youtube.com/watch?v=HX1pIgSxCdA","2016/10/18 01:13:31","The difference between Fonterra and our competitors, I think is the way we go about our job in stores. We deal with the Store Manager, the Long Life or Grocery Manager and the Dairy Manager. Plan the calls you are going to see, work out what you are going to try to sell into the customers. The brands that we have are all the market leaders in their categories. We can help the stores in a lot of different ways, one is just our service, being in the store. I've always found support and encouragement wherever I've gone in this business.","video",0,,0,489
"YouTube","https://www.youtube.com/watch?v=IbLaoZcdr7w","2016/10/18 01:13:31","I love coming to work, I love my job I have a fantastic team that I work with here in Fonterra. I love being around new people As a Business Development Executive you're out on the road four days of the week. We visit End Users, so it might be pizza shops, restaurants, cafes... We're there to show them how we can support them and offer unique products. The Business Development Executive role is the best role you'll ever have.","video",0,,0,432
"YouTube","https://www.youtube.com/watch?v=LPyjp2FkXxI","2016/10/16 10:38:00","the sun rises on New Zealand before any other country in the world and it's those who get up in time to see it to get this country going the fishermen The Bakers the gas station attendants the dairy owners the dockyard workers and thousands of other early risers while the rest of the world is sleeping New Zealand is up and at it these guys know they early rides too","video",0,,6,269960
"YouTube","https://www.youtube.com/watch?v=e0qnhWzv-LQ","2016/10/14 02:00:26","I love coming to work, I love my job I have a fantastic team that I work with here in Fonterra. You have autonomy working within the company. There's quite a diverse array of directions a person can go in to. We're classified as One Fonterra, so, opportunities are plenty. My typical day at Fonterra involves being on the road four days a week, so with a company car. Understanding our customers and how we can add value to the businesses. We visit pizza shops, restaurants, cafes and we promote our Fonterra products. Calling on our retail clients,  so all the supermarkets with Coles, Woolworths and the independents and trying to leverage sales of our products. The difference between Fonterra and our competitors I think, is the way we go about our job in stores. As much as we're large organisation we're very much about our customers, our grassroots and understanding where we come from. Fonterra has always been a fantastically inclusive workplace for me to be involved in and I've always found support and encouragement wherever I've gone within this business We don't want to be there to just be the typical salesmen We engage them in different levels. Whether it's presentations with our product, doing toasties on a Friday morning or if it's doing cook ups with them with their mozzarella. No two days of mine in the field are going to be identical there's always something different happening. The presence that Fonterra has is quite unbelievable compared to some large FMCG companies. So much development and opportunity. And the world's my oyster when it comes to where I go to from here.","video",0,,1,757
"YouTube","https://www.youtube.com/watch?v=kpKoVTAD-7k","2016/09/21 21:07:44","I good morning I'm here with Te'o to take you through our annual results it's been an incredibly challenging year for us on farm and what you've seen is you've seen your cooperative respond to that challenge and do everything we can to get money into our farmers hands and Soto and i are going to talk you through what has occurred over the past year but before we do that you're cops at its strongest when we all pull together and so what we've done is we've asked some of our farmers and some of our staff from here and around the world to take you through some of the highlights of the year every day fonterra and our farmers set out to deliver the best quality dairy products and to get the maximum value from every drop of milk for our farmers that starts early in the morning collecting the freshest milk from cows that graze on the land has been cared for in many cases by generations of the same family milk is the lifeblood of our cooperative and once it leaves our farms we have dedicated people right around the world who ensure the milk was collected process shipped in salt so that meets our customers and consumers specific needs yo para la punany hi real Fonterra Yamato puppy k a 2pt my autonomy agua que Hakuna no hoochie yo Rita tamatar  hey pocky Keota takaya finna i rep an arrow phenomena putea yo ma turkey day right aqui aqui de fiu a team ahi fafa Tico para lavar dr. Cuddy no se ho yo deoxys unsettle men who generate a season 02 como esta toshio when I'm esta foto she opted for everyone again do yeah arriva sure shameeka session gotcha procession Otto Otto Mochaccino Takei session you know say son shift Oh Johanna Johanna automatic ed or not nokha combination una semana de aqui comiendo okey Luckett Amadeus by doubling the amount of cheese slices we produce it our album site and Carnegie we now produce enough cheese there to fill three billion burgers we can also meet our customers demands by producing more than 350 different types of and a new dry entire tour and three plants at edendale have given us the means to deliver more product more efficiently we also doubled production capacity for mozzarella which is being shipped as quickly as we can produce it to China and other major markets we've invested in a state-of-the-art cheese plant in Australia and opened a manufacturing facility in Indonesia and at how talk we've upgraded our lactoferrin plants so we can make more of the highly valued iron binding protein found in milk known as pink gold much of the added value has been created by a team of the fonterra research and development center through products innovation and intellectual property we're behind most of the anchor food professionals product range of special creams cheeses and butter used globally by chefs and restaurants along with the world's first one hundred percent pure spreadable butter and other world leading consumer products whoa man john cowan mione call Indians owned the mayiga 20 ching ching ching ga da for Saudi Allah woman colwyn Midianite NP did a ton coeur de shi jian tong ebit here saudi a jew sanchar su tia woman hide young woman the team Akutan tov wujiang dilla by friend Raja trataba one of her to assert a solely a new track and trace technology its world-leading within dairy to help ensure our customers and consumers have an authentic Fonterra product the technology is complemented by the introduction of anti counterfeiting measures and tamper-evident seals that as a total offering deliver trust end in this technologically disrupted world we're staying two steps ahead of this rapidly changing market by becoming our own disruptors we're looking to the consumer trends of the future and looking at how we can meet them with new dairy products and ingredients we have pulled together as a cooperative stayed on course and um strategy we've increased a return on capital and strengthen our balance sheet by reducing debt we're doing what we say we would we'll continue to make it happen by working together in true cooperative spirit to ensure we make the most from every single drop of our milk really great to see our people around the world John but I I fully agree with you challenging year but what I would also say a defining because in the challenging environment I think what you just said the coop and that's farmers were also the business we had to adapt because circumstances that was so tough and the farmers adapted very quickly to a new environment we went through this transformation program to really go after each and every dollar and bring it back to the farmers or to the balance sheet of our of our cooperative but what I'm proud of as well is that next to driving that cash that we also kept on investing in our communities and around the world and every kept on investing in our future in our people but also in programs like disrupt what is the new business out there for us right what is the future so we didn't focus only on on a few couple of months but we really invested next to driving that hardwired cash and I think we've done that well but we need to we need to make sure that's sustainable because yeah it's full at all and markets are better now I'm showing better science but you and I always said that the fundamentally believe in the strength of dairy and that's like actually what's happening but we need to we cannot be complacent we have to go and fight for cash every day look ty we very much want to talk about the year that's just been and go through in some detail the results of that week that's been going on in the coop but I think before we do that it is important to pack up on the other point it's been very pleasing to see that dearie process as we have talked about have started to improve the market is coming back into balance so being able to move as we did yesterday from for 75 25 25 has been very important for your management team in the board and where you'll also see and I ask you to go to your advance rate if you haven't done so already we have pushed as much as we can immediately into the cash flows to support what has clearly cash flows which are under pressure on farm so I know there's been the focus and John what we also had we get to earn running back at the same because sometimes people talk about high milk price means shifting in earnings but that's exactly what we want to drive here that milk price should be strong with me strong demand and that means that we we are in a winning mode for market share so we need to really keep our earnings back at home on the same level and and that's the strength in this message surfing so for budgeting purposes use a 40 sent dividend of course we will make that decision in a year's time for for the year that we're in but that will give you five dollar sixty-five pay up look at us very early in the season though so please you know take care be cautious we will keep you updated as we move through the year because clearly as we've talked about for the last few years we're seeing this volatility that's been knocking us around it's not going away but pleasingly it is moving in the right direction as we do see that market starting to come back into balance so back to the year that we've just been through tayo what we've seen is the real strength of our cooperative coming through it's been a balancing act while there has been absolute focus within the management team and I will talk about that to ensure that we have absolute financial discipline the business and shift every last litre of milk that we can into the highest value product what we've done is we've ensured in the basis of having a very low clearly a low global dairy prices and therefore alone will price as use that strength that we've created within our cooperative to get that cash flow thrown to it through to you as farmers as quickly as we've been able to it seems like a very long time ago now but wasn't it a challenge last August when we saw those milk prices drop quickly down to three dollars 90 and at that stage the Fonterra stepped in we provided that cooperative support loan about seventy six percent of our farmers took that up about three hundred and eighty three million dollars and that will be paid back its interest free and will be paid back when the milk price moves back above six dollars and we'll keep you informed on that clearly as we move through over the next couple of years but John next to next to all that we've done a lot through farmers as well and that's value proposition for farmers has also paid off yes absolutely answer to Jason in the team feedback from our farmers particularly our younger farmer and I hope that you've been able to use the opportunities they've been provided their awards programs the deals that have been put up I know it's something small in the context of things but these these items do help being able to bring costs down on farm and it has had a meaningful impact and we've had a lot of feedback from our farmers so thi only a very good and strong initiative you know we need to keep that up but i think if we move forward to to the financials their priority as I touched on has been to ensure that we create as much value as we possibly can from every kilo or every litre of milk that comes into the coop and we've done that this year just under five billion liquid milk equivalents another 340 liquid milk equivalents going into higher earning products and also within the cooperative a real focus on changing the way that we are able to respond the reality is we're a big business we're a significantly side business and it's all been about and you've heard us talking about this but what we're seeing is a real change what we call our mindset about people being able to respond faster to our customer requirements faster to end-user our consumers being able to adapt and adjust to a marketplace that's changing rapidly it's what you expect of us but it's very pleasing to see those results come through here's a rundown on the results this is a low payout here because of the weak global prices for dairy that farmers globally have faced this year our farm gate milk price is three dollars 90 per kilogram milk solids the 40-cent dividend sixty percent higher the last year delivers a cash payout of four dollars 30 per kilogram milk solid our sales volumes are up four percent to twenty three point seven billion liquid milk equivalents or lme revenue is down nine percent at seventeen point two billion and this reflects the low farm gate milk price but are normalized earnings before interest and tax increased by thirty-nine percent to 1.4 billion that's because we're moving more milk into higher returning consumer and foodservice products at the same time we're securing sustainable ingredients margins over the global dairy trade benchmarks especially through specialty ingredients and service offerings net profit after tax is up sixty-five percent to 830 four million through increased earnings and continuing financial discipline we've increased the return on capital and strengthened our balance sheet by significantly reducing debt as a result the overall return on capital is up from eight point nine percent to 12.4 percent you want to take us through some of those results what you touch on is put on the value creation is key but back to to the strategy it's really folium to higher value add velocity and let me it because there's sometimes a misunderstanding about the John we are cooperative we have sold 24 billion litres of milk but we want to really shift up to the highest possible value and that drives our P&L and you see that on this slide that our cross margin was actually very strong so were good prices in market of course sluggish demand but still we achieved the rise the right price levels we reduced our cosmetics and you know that every year year-on-year we are pushing our cost base down and that's why this value creation is so strong not only in in a profit and loss statement but also on the balancing because capex was under control working capital was I would call that for cooperative outside world class and we have done divestments of the non-strategic assets so debtors driven a really strong profitable strong strong balance sheet and therefore a strong cash flow yeah and that's for me the whole picture of value creation and use that balance sheet to support our farmers so the balance sheet was 44 44 point three percent if you take into account the dividend payments that we brought forward and the advance rates that we brought forward based what we would normally do that balance she would actually be about forty two percent so it's a very good result given where we've been so strengthen the co-operative but try to keep cash flowing as much as we can on to farm which of course where it's been so challenging ok tire just touched on it and you're right wait understanding our strategy that's what we call v3 volume enter value add velocity take us through some of the numbers within the business tab yeah I think or when we look at our big businesses of course the big machine in its ingredients the whole world has shifted again a little bit but where China dropped out for for almost a year China is back into the market and it's amazing to see how people can shift the game very quickly and like I said in in a difficult environment still achieving had their their price premiums driving the optionality and the optimization at home no peak cost high efficiencies lower quality call so that big machine of ingredients in a in a challenging market has performed very very well when you look at consumer futures you've touched the point already John I mean we've completed or the 380 million litres more in consumer food service is going to a billion litres of milk right now and the building is really a massive amount yeah and in consumer we're growing double the markets and in futures we even growing triple the market of course we're not everywhere but where we are we are focused and and we drive our business heart it's been a challenging market to a lot of milk coming out of Europe taking us and much of our markets as you would normally expect particularly through Asia Middle East Africa but within the business there has been some real movements in success within the business and of course one of those is China I would you like to go through in a bit more detail of what we see happening in China and there's a lot of questions asked there's a lot of interest and it is so important to our strategy yeah I'm happy to do that John and you will see slide here on the left hand side you see that our group strategy it has never changed for the last five years and it obliged for the group but it also applies for China the strategic platforms of the group are apply we have very strong brands in in the Chinese context where we can really drive that value or the value per litre of milk to the highest possible level and when you look at these numbers I mean in 2013 we had four billion litres of unit of milk sold in China we've shifted that now 25 billion and that's basically on three key categories is our ingredient business business where there was some pressure but you can see here we kept our volume the same and we grew our market share on consumer food service we have done a tremendous job we have more than doubled it from 400 million to 1 billion and in advanced ratio we say so baby food and and and Dean we have grown the business but that's basically because the being made volumes are also in here when you look at the right hand side of this slide then you can see that majority of what we sell in China is New Zealand milk so it's your milk yeah and that mud goes goes into the highest possible value creation and driving driving dividends it does but one of the challenges of course that we have had in the moment and the current deary prices globally our farms in China are no different to our farms in New Zealand and peck it by very low price how do you see farm businesses performing at the moment that's right so so we see lobel price the same as in as in engines we have we have really changed the game and driven efficiency cost out yeah so same story with the market turning China will also turn but what you can see here as well as that China farms in the context of the total five billion milk we sell in in China is a very small part of the totem so John was a few challenges here definitely I mean China milk prices are similar to what you see in in in the world they're low so our team has done extremely well by taking cost out what we've seen in farms all over the world costs have been taken out we did exactly the same and next step is really connected to our value proposition we have strong very propositions our customers our ingredient customer are also asking for fresh milk as part of the portfolio so dead opportunity we need to take and we need to grab it so it's a bit of a snapshot on China the other country that we've other market that's of course a lot of focus from border management over the last couple of years has been Australia good to see some better results still got a distance to go your Te'o but but some better numbers out of Australia definitely the better numbers and yeah there is a turnaround that what we what you can see is that that we had no connects of let's say what was being earned a market to build price that connect is there at this point in time so that's the key one of the key drivers off of the turnaround but and they have to give credit credit to the Australian team and to Judith here that is relentless transformation for the last three years taking costs out stripping down to portfolio where we didn't make profit and selling the assets which I need not needed for our strategic footprint so the strategic foot bridges cheese Wayne crystals yeah we're very clear that that footprint is there and is approved we still need to do a few things and it does are not small things I mean Stanhope needs to be finalised we need to produce cheese we need to fill the annum you saw the approval of the Chinese authorities for the down and JV so we're going in in the right direction we're making the right step but that industry German and you agree with me things are going to happen in the industry and we are battle fit right now to go for market share and to really be a leader yeah so I think Terry good snapshot of the key events of the of the year that's just gone if you want any more information on really encourage you to have a look at the annual report you can get that online now they'll be physical copies available as we and the weeks ahead and also you can get a snapshot of these numbers that we've put on will also be available on the website look it's been a good solid year from the coop what we've seen is the significant change and what we call mine see it the way that we operate it's been tough on our people and but it's the culprit of doing the right thing and it's the right response given how tough it's been on farm so record you for the coop from a from an earnings perspective fifty one inning since earnings per share and we've paid a dividend of forty cents in the focus during the year given that milk price was low was to get cash as quickly as we could through to our farmers so your cooperatives getting stronger and we are seeing global dairy prices starting to improve demand is still strong around the world but we've pleasingly seen finally we've seen dairy farmers around the world respond to lower milk prices and there is a lot less milk production around the globe today and large inventory in very low levels of inventory so we are cautiously optimistic that that you know these prices are going to improve and that's what's driven our five dollars twenty-five milk price lift that we've just announced we'll continue to watch these markets very closely and we'll keep you updated as we move through the year look I really encourage you to attend the annual results road shows that we've got next next week Te'o and as management team will be joining the board we've got 45 wide meetings i think it is around the countryside so really good opportunity to get out there and have a chat i know it's a busy time on farm but this is an important time for our cooperative so i really do encourage you if you're able to to attend the meetings we'll also be talking about governance and representation so at the end of our annual results meetings will spend a week of time having a chat about governance representation we are bringing an updated recommendation to you looking for your support at a special meeting in october and so earlier in the week Duncan call the chairman of the shoulders Council and I shot a short video so I'd like to show you that but just before we do that to thank you and thank you to you and your team for for a good solid year just gone and we know we've got another big one ahead of us we keep on going absolutely you","video",0,,8,614
"YouTube","https://www.youtube.com/watch?v=qKZuWp7OmdA","2016/09/21 21:07:25",,"video",0,,4,508
"YouTube","https://www.youtube.com/watch?v=iXDOLw5-3G4","2016/09/17 22:59:39","you New Zealand has a multi-billion dollar dairy industry that really depends on healthy fresh water systems yet often the public just hears about the fights and tensions between the farmers and the clean green lobby on this week's show we look at a partnership scheme that has the potential to create real change as well as increasing the sustainability of the dairy industry so Living Waters a partnership a conservation patch up between fonterra in the Department of Conservation it spends five catchments from near the top of the country right down to the very bottom and it's a project that's running out over ten years we have just approaching the end of the second year of living water very much it's about working with communities and E we and a whole range of people on these catchments that have quite high intensity deering but also really important values from a nature inspector that vision came about through through a lot of dialogue between fonterra and the Department of Conservation about what we were jointly seeking to achieve and catchments across the country so it's really meaningful to both Fonterra and the Department of Conservation it reflects that a sustainable dairy industry is really a really important part of our communities but that that depends on healthy resilient ecosystems which are also hugely important to our communities fonterra is investing 20 million dollars over ten years but that's not necessarily good meaning that it's going to be two million dollars a year over that period and it Taylor to the projects that are required in different catchments so the planning phase obviously the spend hasn't been hasn't been huge but as we move into ramping up the projects across the country you know we're aiming to spend up to 20 million dollars over that period of time the living water scheme operates in five catchments the five catchments are all significant to the amount of deering that is associated with those those areas they will have high natural values associated with them as well and they span the country from the top to the bottom and bearing in mind one of the the outcomes that we're seeking is to model best practice to test refine the old but also try the new and then allow those learnings to be spread into the farming community much more broadly so having five catchments that are across the country makes sense if only for that from that perspective but certainly you know all of them are significant nationally two of them are particularly significant internationally and the first of those is why tuna down in the very deep south which was recognized by the wetlands convention in rm0 1971 168 countries signed up to it Miranda peccato curry is another one that has been recognised internationally via the Rams convention so I suppose what I'm really saying there is that were the catchment that's recognized in that way it's not only national responsibility we have but also an international one to ensure that we restore it and in fact nutri back to full health again the way tuna lagoon down in the very very south quite close to invoke oggle has been in decline from a biodiversity perspective for some time there is a whole range of initiatives now from EU e community dock newer deariens ed all working to restore that catchment it's been described as an international airport for migratory birds it's a very significant wetland and we're working really on one part of it around three and a half thousand hectares of something that's much much larger than that but we're just aligning and supporting a lot of the work that's there if we move up to teeway horror like he lets me just out of Christchurch that flows out into the Pacific Ocean there's around 160 birds that of different species that have been seen in that area again it's unfortunately one that has been a victim of intensification of farming over time so part of our workers to reestablish the sustainable model of farming and restore that lake back to its former strong values for nature moving further from north from via up to the the peat lakes we were standing at the moment there's 31 people aches in the waikato area and internationally that's really significant they're all quite significant in their own way because of the low nutrient aspect that makes the floor and fauna that it exists they're quite special so we've got black mud fish we've got giant cockapoo and these people aches which don't exist anywhere else sitting in the world and they thrive here we've also got grey dark and australasian buttons things that like a peat lake environment so we're trying to restore those in ensure or so that the water from the peat lakes that goes down into the Waikato River is of high quality moving across to Miranda gluco recurring so that's again and recognized internationally as I said by the wetland convention it's got approximately 40 different types of seasonal birds that I seen there including the bar tailed godwit which every summer spends its time and Miranda and then sets off on a 12,000 k journey to Alaska everyone to non-stop so again it just I think helps to tell the story about our international obligations we're just one part of the speeds home and life cycle and so doing the right thing thing that is very important it also has a very unique shell shell Bank structure which draws these birds and the workmen Lydia is important and lastly if we look up in the Hickory any area which a Korean catchment flows down into the copra harbor and high valleys ramped tuner and cockapoo and all sorts of quite specific species that live in that Northland catchment it's a floodplain huge challenges that we are dealing with the air in terms of how do we get great biodiversity outcomes from farming that's actually occurring that flood paint that's the challenge and that's why we're working on together the whole operation relies on partnerships and networks farmers are really engaged in the end the program we've got you know in all of those catchments there are farmers that are hugely passionate about about their environment and that they what we're often finding is that they have been working you know by themselves or in groups for many many many years for generations to look after those those catchments and so you know it's great for Fonterra to be able to come and bring some support to those great difference that have been going on already in one way it's it's very different to be working with a large cooperative in a Department of Conservation coming together that's probably fairly unique internationally but in another way it's very the same as a range of our partnerships where increasingly we're working with large corporates but also smaller businesses in small communities and I think there's just a general groundswell of businesses wanting to be involved in conservation this is one type of there but there's also a range of other large and small businesses that are really getting involved in it's very exciting time for conservation in business there's a lot of work going on behind the farm gate right now there's there's a huge amount of kind of investment by farmers and affluent systems and nutrient management and planting of waterways and fencing of waterways thus initiative is about taking that to the next level and reaching out into communities and looking at and you know where are the intersections between agriculture the dairy industry in the sort of the wider ecosystem that operates in in understanding what it will take for that to be healthy resilient and able to support the dairy industry going forward well the opportunity we have is to explore new ways of doing things one of the key outcomes we're seeking is to challenge some of the ways we've been approaching sustainability on farm and off that roof so in other words challenge and potentially refine things that we've already been doing but we're also pretty excited about what's possible we need to be on the leading edge I think internationally of techniques that will take us to a better place in terms of sustainable farming and great outcomes for the environment this project gives us that opportunity and the sort of people that are involved have the skills and experience to do it so that's a really exciting path Fonterra funds the scheme but living water is dependent on all stakeholders working together with a common goal coming up after the break we see how it's working in the waikato Pete legs you","video",0,,2,205
"YouTube","https://www.youtube.com/watch?v=9FYVCf4jSJE","2016/09/17 22:59:21","the 31 wo pet lakes form the largest collection of pet Lake habitat in New Zealand they're unique and fragile ecosystems and part of the Living Water scheme Tim Brandenburg and Doc Ranger Glenn Morgan are at lake ariari having a look at some recent work Pete Lakes are naturally low nutrient habitats and environments so when they were formed before all this Farmland around here and the nutrient run off this land uh a natural Pete Lake um has a um has a high pH quite quite acidic and low in nutrients so the plants and the fish and uh birds and everything around natural Pete lake is actually adapted to um a low nutrient environment so by stripping out the nutrients that are coming into the lake we're actually returning the the water that's flowing into the lake to what it would have been naturally um much lower nutrients the scheme has helped fund silk traps that lower sediment and nutrients going into the lake there a train that enters in down the hill here comes in creates a flow and a circular motion the only way the water can get out is by going to the opposite way of the flow over our Bund there so all um solids and sediment settle out and the run off in this pool then it flows through series of buns where it settles out more and the only way it can flow out is through the existing Wetland here in the Deep part of the Trap here which is the initial pull the suspended solids and the water effectively settle out whe will come in 3 to 5 years depending on um the amount that settles out and actually dredge these poles out out of those poles we'll be getting um a lot of um sediment which is really high in nutrient um really soluble too so it's X as ideal fertilizer to spread back onto Farmland so at the moment um we've sort of got a blank canvas to actually come in and plant this whole area and um yeah we've got a couple more down this way too the scheme is dependent on support from local groups e and Farmers too at Lake Runa and neighboring Roto manica work has already started the Living Water Project here at Lake Ro Turner is a pretty impressive um start to the program um as you can see already behind me it's been a lot of work already carried out with the willow removal and the Willows of course are um are spread pretty quickly and so once they get into um a lake like this um controlling them is a real issue getting the Willows out getting the natives back in means that one that they the natives will um reduce the amount of um Lee Shake going back into the into the lake that will slow the whole process down so this is quite a unique Lake in terms of um it's one of the few that will really really benefit from this kind of planting because it hasn't been degraded so far so getting those plants in will be really critical to to its future success local farmers have been involved too they have lots of reasons to buy into the scheme and have a real sense of guardianship towards the land Dairy Farmer for over 40 years um we Farm um who have a dairy farm of about 700 cows just um south of AO it's around Lake serenton or root toico good farming practices are often good for the environment as well it's like um with your your soils and your fertilizer policies if you're testing your soil you know what's there so you apply what's necessary for the plants to get your best partial production and then the rest as follows you're putting the right amount on you're not wasting money by putting excessive fertilizer on and and the excessive fertilizer goes to the environment so that's also um a negative impact as well those Farmers have a pride in their land and how they look after it and they like to look after it and improve it and pass it on to the next generation and it's a better State than than it was before we're farming in the pongia area we Farm approximately 280 hects uh we've got 700 cars we've got a horiculture unit commercial carering unit and we do a substantial amount of cropping uh which is fed into the cows and the deer unit so we're pretty uh mixed sort of enterprise um and our whole objective is ascertaining high yields per hectare um in the grain sector that's getting over 20 ton of grain and the forage sector that's working towards 50 ton a hectare so it's an intensive cropping system to feed our Dairy cars it is a challenge because there is a financial uh burden with a with a lower income but I think if we look outside the square and there's always um management issues that we can do that will actually prove whether it's the soil or whether it's the water course um and we can still do some planting but I think if we look outside the square we can find areas on our property that we can work on on a daily basis and that might be just the way we manage our stock or or how long we lead them there we've got to take ownership we're the ones that do the farming farmers are very good at looking after their soil and their livestock they're the ones of all knowledge I don't think the farming sector give themselves credit for the amount knowledge we have we seem to transfer and need academics or or Consultants to uh give us the information but I think as Farmers we're got to look at ourselves and say we we're very highly qualified and we can put in place things that uh will help the environment without um having rules on the land to to make us do it the Living Water scheme is focused on environments where there's intensive dairing and great biodiversity coming up after the break we're at another catchment with the impact of intensive deing could have Global Environmental effects","video",0,,2,69
